20170528-8,20.38
20170528-9,21.99
20170528-10,22.83
20170528-11,23.72
20170528-12,24.35
20170528-13,24.69
20170528-14,24.65
20170528-15,24.53
20170528-16,24.88
20170528-17,25.62
20170528-18,25.12
20170528-19,25.56
20170528-20,26.01
20170528-21,25.75
20170528-22,22.65
20170528-23,19.99
20170529-0,18.30
20170529-1,16.46
20170529-2,15.06
20170529-3,14.90
20170529-4,13.79
20170529-5,14.12
20170529-6,14.04
20170529-7,16.85
20170529-8,20.46
20170529-9,22.14
20170529-10,23.07
20170529-11,24.38
20170529-12,26.46
20170529-13,28.54
20170529-14,28.75
20170529-15,28.74
20170529-16,29.99
20170529-17,31.46
20170529-18,29.56
20170529-19,29.11
20170529-20,30.14
20170529-21,30.04
20170529-22,22.77
20170529-23,20.79
20170530-0,19.35
20170530-1,18.63
20170530-2,17.06
20170530-3,16.12
20170530-4,16.78
20170530-5,18.69
20170530-6,20.88
20170530-7,22.35
20170530-8,23.80
20170530-9,24.87
20170530-10,26.68
20170530-11,28.17
20170530-12,29.99
20170530-13,29.55
20170530-14,29.64
20170530-15,30.70
20170530-16,31.04
20170530-17,31.10
20170530-18,28.68
20170530-19,28.20
20170530-20,30.63
20170530-21,28.00
20170530-22,22.23
20170530-23,19.63
20170531-0,19.48
20170531-1,18.54
20170531-2,17.41
20170531-3,16.55
20170531-4,18.08
20170531-5,19.91
20170531-6,21.85
20170531-7,23.93
20170531-8,24.98
20170531-9,26.48
20170531-10,28.07
20170531-11,30.03
20170531-12,30.54
20170531-13,30.73
20170531-14,30.77
20170531-15,31.24
20170531-16,31.71
20170531-17,31.74
20170531-18,29.77
20170531-19,27.53
20170531-20,30.15
20170531-21,27.16
20170531-22,22.93
20170531-23,21.19
20170601-0,19.71
20170601-1,18.95
20170601-2,18.22
20170601-3,17.21
20170601-4,18.28
20170601-5,19.46
20170601-6,21.78
20170601-7,23.10
20170601-8,24.44
20170601-9,26.13
20170601-10,27.68
20170601-11,28.68
20170601-12,30.36
20170601-13,30.55
20170601-14,32.19
20170601-15,33.13
20170601-16,33.64
20170601-17,33.58
20170601-18,31.09
20170601-19,29.30
20170601-20,30.57
20170601-21,28.42
20170601-22,23.49
20170601-23,20.98
20170602-0,20.25
20170602-1,19.08
20170602-2,18.32
20170602-3,17.07
20170602-4,18.14
20170602-5,19.94
20170602-6,21.67
20170602-7,23.82
20170602-8,25.31
20170602-9,26.95
20170602-10,28.73
20170602-11,30.79
20170602-12,32.71
20170602-13,33.13
20170602-14,36.48
20170602-15,39.18
20170602-16,40.41
20170602-17,36.97
20170602-18,34.53
20170602-19,30.63
20170602-20,31.41
20170602-21,30.06
20170602-22,24.36
20170602-23,21.62
20170603-0,20.05
20170603-1,18.70
20170603-2,16.84
20170603-3,15.29
20170603-4,14.95
20170603-5,15.79
20170603-6,16.60
20170603-7,18.04
20170603-8,20.97
20170603-9,23.26
20170603-10,24.70
20170603-11,26.18
20170603-12,28.14
20170603-13,30.30
20170603-14,33.52
20170603-15,33.13
20170603-16,36.01
20170603-17,36.29
20170603-18,33.24
20170603-19,30.77
20170603-20,30.85
20170603-21,28.42
20170603-22,24.16
20170603-23,22.18
20170604-0,17.53
20170604-1,17.38
20170604-2,16.07
20170604-3,14.02
20170604-4,12.66
20170604-5,12.14
20170604-6,9.81
20170604-7,15.01
20170604-8,18.29
20170604-9,20.78
20170604-10,22.89
20170604-11,24.24
20170604-12,26.15
20170604-13,28.26
20170604-14,30.39
20170604-15,32.08
20170604-16,35.62
20170604-17,38.28
20170604-18,32.42
20170604-19,29.81
20170604-20,30.86
20170604-21,30.91
20170604-22,24.65
20170604-23,22.12
20170605-0,18.68
20170605-1,18.51
20170605-2,17.17
20170605-3,16.74
20170605-4,16.85
20170605-5,18.18
20170605-6,20.08
20170605-7,22.69
20170605-8,23.81
20170605-9,24.90
20170605-10,26.41
20170605-11,27.70
20170605-12,28.32
20170605-13,28.92
20170605-14,29.22
20170605-15,28.82
20170605-16,29.47
20170605-17,28.62
20170605-18,28.82
20170605-19,27.73
20170605-20,27.48
20170605-21,26.79
20170605-22,22.98
20170605-23,19.54
20170606-0,18.49
20170606-1,17.51
20170606-2,16.61
20170606-3,16.33
20170606-4,16.55
20170606-5,18.68
20170606-6,19.42
20170606-7,21.81
20170606-8,23.29
20170606-9,25.19
20170606-10,26.74
20170606-11,27.28
20170606-12,27.90
20170606-13,27.84
20170606-14,27.76
20170606-15,27.94
20170606-16,27.57
20170606-17,27.34
20170606-18,27.15
20170606-19,26.26
20170606-20,26.37
20170606-21,25.83
20170606-22,22.01
20170606-23,19.28
20170607-0,17.66
20170607-1,16.79
20170607-2,16.76
20170607-3,16.37
20170607-4,16.89
20170607-5,18.62
20170607-6,20.61
20170607-7,22.03
20170607-8,22.90
20170607-9,24.32
20170607-10,24.78
20170607-11,25.15
20170607-12,25.69
20170607-13,25.89
20170607-14,26.02
20170607-15,25.99
20170607-16,25.91
20170607-17,25.83
20170607-18,25.62
20170607-19,24.86
20170607-20,25.07
20170607-21,24.66
20170607-22,22.03
20170607-23,19.79
20170608-0,18.16
20170608-1,17.07
20170608-2,16.19
20170608-3,15.60
20170608-4,16.33
20170608-5,18.00
20170608-6,19.47
20170608-7,21.54
20170608-8,23.02
20170608-9,24.10
20170608-10,25.42
20170608-11,26.12
20170608-12,26.32
20170608-13,28.08
20170608-14,27.95
20170608-15,28.92
20170608-16,28.98
20170608-17,29.29
20170608-18,28.15
20170608-19,26.30
20170608-20,25.86
20170608-21,25.26
20170608-22,21.61
20170608-23,19.55
20170609-0,17.80
20170609-1,17.21
20170609-2,16.17
20170609-3,15.95
20170609-4,15.83
20170609-5,17.82
20170609-6,19.02
20170609-7,21.13
20170609-8,23.20
20170609-9,24.29
20170609-10,26.25
20170609-11,27.76
20170609-12,30.51
20170609-13,32.51
20170609-14,32.67
20170609-15,34.13
20170609-16,33.98
20170609-17,34.07
20170609-18,32.87
20170609-19,31.74
20170609-20,29.29
20170609-21,26.60
20170609-22,22.48
20170609-23,20.36
20170610-0,19.89
20170610-1,18.50
20170610-2,17.34
20170610-3,16.20
20170610-4,15.57
20170610-5,16.06
20170610-6,16.38
